1.333333	1.333333	1.333333	1.333333	1.166667	1.166667	1.166667	1.166667	1.333333	1.333333	1.333333	1.333333	0.444444	0.444444	0.444444	0.444444	0.388889	0.388889	0.388889	0.388889	0.444444	0.444444	0.444444	0.444444	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	2.844444	2.844444	2.844444
1.333333	1.333333	1.333333	1.333333	1.166667	1.166667	1.166667	1.166667	1.333333	1.333333	1.333333	1.333333	0.444444	0.444444	0.444444	0.444444	0.388889	0.388889	0.388889	0.388889	0.444444	0.444444	0.444444	0.444444	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	2.844444	2.844444	2.844444
1.333333	1.333333	1.333333	1.333333	1.166667	1.166667	1.166667	1.166667	1.333333	1.333333	1.333333	1.333333	0.444444	0.444444	0.444444	0.444444	0.388889	0.388889	0.388889	0.388889	0.444444	0.444444	0.444444	0.444444	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	2.844444	2.844444	2.844444
1.333333	1.333333	1.333333	1.333333	1.166667	1.166667	1.166667	1.166667	1.333333	1.333333	1.333333	1.333333	0.444444	0.444444	0.444444	0.444444	0.388889	0.388889	0.388889	0.388889	0.444444	0.444444	0.444444	0.444444	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	2.844444	2.844444	2.844444
1.166667	1.166667	1.166667	1.166667	1.166667	1.166667	1.166667	1.166667	1.333333	1.333333	1.333333	1.333333	0.444444	0.444444	0.444444	0.444444	0.388889	0.388889	0.388889	0.388889	0.444444	0.444444	0.444444	0.444444	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	2.844444	2.844444	2.844444
1.166667	1.166667	1.166667	1.166667	1.166667	1.166667	1.166667	1.166667	1.333333	1.333333	1.333333	1.333333	0.444444	0.444444	0.444444	0.444444	0.388889	0.388889	0.388889	0.388889	0.444444	0.444444	0.444444	0.444444	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	2.844444	2.844444	2.844444
1.166667	1.166667	1.166667	1.166667	1.166667	1.166667	1.166667	1.166667	1.333333	1.333333	1.333333	1.333333	0.444444	0.444444	0.444444	0.444444	0.388889	0.388889	0.388889	0.388889	0.444444	0.444444	0.444444	0.444444	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	2.844444	2.844444	2.844444
1.166667	1.166667	1.166667	1.166667	1.166667	1.166667	1.166667	1.166667	1.333333	1.333333	1.333333	1.333333	0.444444	0.444444	0.444444	0.444444	0.388889	0.388889	0.388889	0.388889	0.444444	0.444444	0.444444	0.444444	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	2.844444	2.844444	2.844444
1.333333	1.333333	1.333333	1.333333	1.333333	1.333333	1.333333	1.333333	1.333333	1.333333	1.333333	1.333333	0.444444	0.444444	0.444444	0.444444	0.388889	0.388889	0.388889	0.388889	0.444444	0.444444	0.444444	0.444444	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	2.844444	2.844444	2.844444
1.333333	1.333333	1.333333	1.333333	1.333333	1.333333	1.333333	1.333333	1.333333	1.333333	1.333333	1.333333	0.444444	0.444444	0.444444	0.444444	0.388889	0.388889	0.388889	0.388889	0.444444	0.444444	0.444444	0.444444	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	1.955556	2.844444	2.844444	2.844444
